Entity_1	Entity_2	Predicted_class
mitochondrial	binding	no_relation
envelope	diarrhea	no_relation
diarrhea	membrane fusion	effect
membrane fusion	affected	no_relation
diarrhea	virion	effect
virion	affected	no_relation
diarrhea	host cell	no_relation
host cell	affected	no_relation
diarrhea	cell-cell fusion	effect
cell-cell fusion	affected	no_relation
diarrhea	envelope	no_relation
envelope	affected	no_relation
diarrhea	cell-cell fusion	no_relation
cell-cell fusion	affected	no_relation
diarrhea	microfilament	no_relation
microfilament	affected	no_relation
diarrhea	transmembrane	no_relation
transmembrane	affected	no_relation
VLP	affected	no_relation
VLP	affected	no_relation
VLP	female infertility	no_relation
VLP	impotence	no_relation
VLP	host cell cytoplasm	no_relation
affected	host cell	no_relation
female infertility	host cell	effect
impotence	host cell	effect
host cell	host cell cytoplasm	no_relation
immunodeficiency	membrane	no_relation
membrane	acute	no_relation
immunodeficiency	extracellular	no_relation
extracellular	acute	no_relation
immunodeficiency	cytokine production	no_relation
cytokine production	acute	no_relation
immunodeficiency	extracellular	no_relation
extracellular	acute	no_relation
immunodeficiency	cytokine production	no_relation
cytokine production	acute	no_relation
behavior	right	effect
immunodeficiency	growth	no_relation
immunodeficiency	growth	no_relation
hepatitis	growth	no_relation
hepatitis	growth	effect
growth	chronic	no_relation
growth	acute	no_relation
growth	acute	no_relation
growth	acute	effect
immunodeficiency	reproduction	effect
immunodeficiency	reproduction	no_relation
hepatitis	reproduction	no_relation
hepatitis	reproduction	effect
reproduction	chronic	no_relation
reproduction	acute	no_relation
reproduction	acute	no_relation
reproduction	acute	no_relation
immunodeficiency	growth	no_relation
immunodeficiency	growth	no_relation
hepatitis	growth	no_relation
hepatitis	growth	no_relation
acute	growth	no_relation
acute	growth	no_relation
acute	growth	no_relation
immunodeficiency	reproduction	no_relation
immunodeficiency	reproduction	no_relation
hepatitis	reproduction	no_relation
hepatitis	reproduction	no_relation
acute	reproduction	no_relation
acute	reproduction	no_relation
transmembrane	severity	no_relation
transmembrane	immunodeficiency	no_relation
transmembrane	immunodeficiency	no_relation
guanylyltransferase activity	cytoplasm	effect
guanylyltransferase activity	tumor	effect
RdRp	cytoplasm	effect
RdRp	tumor	effect
viral capsid	cytoplasm	no_relation
viral capsid	tumor	no_relation
glycosylation	cytoplasm	no_relation
glycosylation	tumor	no_relation
endoplasmic reticulum	cytoplasm	effect
endoplasmic reticulum	tumor	effect
ER-associated degradation pathway	cytoplasm	effect
ER-associated degradation pathway	tumor	effect
gene expression	chromatin	no_relation
gene expression	lymphoma	effect
Severe	phosphorylation	no_relation
peripheral	antimicrobial peptide production	no_relation
skin infections	antimicrobial peptide production	no_relation
peripheral	antimicrobial peptide production	no_relation
sepsis	antimicrobial peptide production	no_relation
endoplasmic reticulum	localized	no_relation
endoplasmic reticulum	acute	no_relation
localized	TEM	no_relation
TEM	acute	no_relation
localized	membrane	no_relation
membrane	acute	no_relation
localized	membrane	no_relation
membrane	acute	no_relation
localized	membrane	effect
membrane	acute	no_relation
localized	protein localization	no_relation
protein localization	acute	no_relation
chronic	demyelination	effect
central	demyelination	effect
demyelination	encephalitis	effect
chronic	demyelination	effect
central	demyelination	effect
encephalitis	demyelination	effect
chronic	demyelination	effect
central	demyelination	effect
encephalitis	demyelination	effect
chronic	demyelination	effect
central	demyelination	effect
encephalitis	demyelination	effect
chronic	gene expression	effect
central	gene expression	effect
encephalitis	gene expression	effect
chronic	demyelination	no_relation
central	demyelination	no_relation
encephalitis	demyelination	no_relation
chronic	gene expression	effect
central	gene expression	effect
encephalitis	gene expression	effect
chronic	demyelination	no_relation
central	demyelination	no_relation
encephalitis	demyelination	no_relation
chronic	gene expression	no_relation
central	gene expression	effect
encephalitis	gene expression	no_relation
chronic	demyelination	no_relation
central	demyelination	no_relation
encephalitis	demyelination	no_relation
envelope	stomatitis	no_relation
immune response	Peripheral	no_relation
Hepatitis	immune response	no_relation
hepatitis	immune response	effect
hepatitis	immune response	effect
acute	immune response	no_relation
acute	immune response	no_relation
healthy	immune response	effect
immune response	acute	no_relation
immunoglobulin	acute	no_relation
pathogenesis	fulminant hepatitis	no_relation
severe	envelope	effect
envelope	binding	no_relation
envelope	binding	effect
envelope	binding	effect
envelope	binding	effect
envelope	binding	no_relation
envelope	binding	no_relation
severe	membrane	no_relation
binding	membrane	effect
membrane	binding	effect
membrane	binding	no_relation
membrane	binding	no_relation
membrane	binding	no_relation
severe	antibody	effect
binding	antibody	effect
antibody	binding	no_relation
antibody	binding	no_relation
immune response	Severe	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
immune response	binding	effect
Severe	neutrophil aggregation	no_relation
neutrophil aggregation	binding	no_relation
neutrophil aggregation	binding	no_relation
Severe	pathogenesis	no_relation
binding	pathogenesis	no_relation
binding	pathogenesis	no_relation
binding	pathogenesis	no_relation
binding	pathogenesis	no_relation
binding	nucleus	no_relation
nucleus	cytoplasm	no_relation
nucleus	localized	no_relation
nucleus	cytoplasm	no_relation
binding	synthesis	no_relation
cytoplasm	synthesis	no_relation
localized	synthesis	no_relation
cytoplasm	synthesis	no_relation
transport	coughing	no_relation
sera	severe	effect
Severe	sera	effect
pneumonia	sera	effect
sera	onset	no_relation
sera	onset	no_relation
sera	occasional	no_relation
RdRP	encephalitis	no_relation
RdRP	encephalitis	no_relation
viral genome replication	encephalitis	no_relation
encephalitis	vision	no_relation
encephalitis	RdRP	no_relation
mild	cellular immune response	effect
severe	cellular immune response	effect
Severe	cellular immune response	no_relation
cellular immune response	severe	no_relation
mild	cell migration	effect
severe	cell migration	effect
Severe	cell migration	no_relation
cell migration	severe	no_relation
mild	viral infection	no_relation
severe	viral infection	no_relation
Severe	viral infection	no_relation
severe	viral infection	no_relation
microcephaly	viral life cycle	effect
viral life cycle	mild	no_relation
microcephaly	cholesterol metabolism	no_relation
mild	cholesterol metabolism	no_relation
microcephaly	transport	no_relation
mild	transport	no_relation
microcephaly	viral life cycle	no_relation
mild	viral life cycle	no_relation
viral life cycle	hepatitis	no_relation
viral life cycle	hepatitis	no_relation
acidification	hepatitis	no_relation
TGN	hepatitis	no_relation
acidification	hepatitis	no_relation
intracellular	hepatitis	no_relation
encephalitis	homeostasis	no_relation
encephalitis	homeostasis	effect
central	homeostasis	effect
homeostasis	encephalitis	no_relation
homeostasis	encephalitis	no_relation
homeostasis	encephalitis	no_relation
homeostasis	encephalitis	no_relation
encephalitis	signaling	no_relation
encephalitis	signaling	effect
central	signaling	effect
encephalitis	signaling	no_relation
signaling	encephalitis	no_relation
signaling	encephalitis	no_relation
signaling	encephalitis	no_relation
encephalitis	autophagy	no_relation
encephalitis	autophagy	effect
central	autophagy	effect
encephalitis	autophagy	no_relation
autophagy	encephalitis	no_relation
autophagy	encephalitis	effect
autophagy	encephalitis	no_relation
encephalitis	presynaptic membrane	no_relation
encephalitis	presynaptic membrane	effect
central	presynaptic membrane	effect
encephalitis	presynaptic membrane	no_relation
presynaptic membrane	encephalitis	no_relation
presynaptic membrane	encephalitis	no_relation
presynaptic membrane	encephalitis	no_relation
encephalitis	long-term memory	no_relation
encephalitis	long-term memory	effect
central	long-term memory	no_relation
encephalitis	long-term memory	no_relation
long-term memory	encephalitis	no_relation
long-term memory	encephalitis	no_relation
long-term memory	encephalitis	no_relation
encephalitis	gene expression	no_relation
encephalitis	gene expression	effect
central	gene expression	effect
encephalitis	gene expression	no_relation
encephalitis	gene expression	effect
gene expression	encephalitis	no_relation
gene expression	encephalitis	no_relation
encephalitis	autophagy	no_relation
encephalitis	autophagy	no_relation
central	autophagy	no_relation
encephalitis	autophagy	no_relation
encephalitis	autophagy	no_relation
encephalitis	autophagy	no_relation
autophagy	encephalitis	no_relation
encephalitis	ubiquitin	no_relation
encephalitis	ubiquitin	no_relation
encephalitis	ubiquitin	no_relation
encephalitis	viral infection	no_relation
encephalitis	viral infection	effect
central	viral infection	no_relation
encephalitis	viral infection	no_relation
encephalitis	viral infection	no_relation
encephalitis	viral infection	no_relation
encephalitis	gene expression	no_relation
encephalitis	gene expression	effect
central	gene expression	effect
encephalitis	gene expression	no_relation
encephalitis	gene expression	effect
encephalitis	gene expression	no_relation
encephalitis	gene expression	no_relation
signaling pathway	hepatitis	no_relation
signaling pathway	binding	effect
hepatitis	nucleus	no_relation
nucleus	binding	no_relation
central	localization	no_relation
learning	frequency	no_relation
wasting syndrome	innate immune response	no_relation
wasting syndrome	innate immunity	effect
stomatitis	sera	no_relation
metabolism	cancer	no_relation
metabolism	acute	effect
metabolism	chronic	effect
cancer	cell death	no_relation
cell death	acute	no_relation
cell death	chronic	no_relation
pathogenesis	meningitis	no_relation
healthy	pathogenesis	no_relation
central	pathogenesis	no_relation
healthy	host cytoskeleton	no_relation
central	host cytoskeleton	no_relation
healthy	cytokine production	no_relation
central	cytokine production	no_relation
healthy	pathogenesis	no_relation
central	pathogenesis	no_relation
healthy	intermediate filament	no_relation
severe	intermediate filament	no_relation
meningitis	intermediate filament	no_relation
meningitis	intermediate filament	no_relation
meningitis	intermediate filament	effect
meningitis	intermediate filament	effect
intermediate filament	meningitis	no_relation
healthy	signaling	no_relation
severe	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
signaling	meningitis	no_relation
signaling	meningitis	no_relation
meningitis	GAS	no_relation
GAS	sepsis	no_relation
GAS	meningitis	no_relation
meningitis	GAS	no_relation
meningitis	GAS	no_relation
meningitis	GAS	no_relation
sepsis	GAS	no_relation
GAS	frequent	no_relation
GAS	meningitis	no_relation
meningitis	GAS	no_relation
meningitis	biofilm formation	no_relation
biofilm formation	frequent	no_relation
biofilm formation	meningitis	no_relation
meningitis	translation	no_relation
sepsis	translation	effect
frequent	translation	no_relation
translation	meningitis	no_relation
translation	meningitis	no_relation
pathogenesis	meningitis	no_relation
meningitis	host cytoskeleton	no_relation
meningitis	host cytoskeleton	no_relation
host cytoskeleton	meningitis	no_relation
meningitis	signaling	no_relation
frequent	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
frequent	signaling	no_relation
meningitis	signaling	no_relation
meningitis	signaling	no_relation
GAS	meningitis	no_relation
cell wall	meningitis	no_relation
LLC	meningitis	no_relation
phosphatase	immunodeficiency	no_relation
immune evasion	immunodeficiency	no_relation
immunodeficiency	immune evasion	effect
immune evasion	immunodeficiency	effect
phosphatase	immunodeficiency	no_relation
immune evasion	immunodeficiency	effect
phosphatase	immunodeficiency	no_relation
membrane	encephalitis	no_relation
membrane	cell lysis	no_relation
encephalitis	viroporin	no_relation
viroporin	cell lysis	no_relation
encephalitis	growth	no_relation
growth	cell lysis	no_relation
encephalitis	viroporin	no_relation
viroporin	cell lysis	no_relation
encephalitis	membrane	no_relation
membrane	cell lysis	no_relation
encephalitis	growth	no_relation
growth	cell lysis	no_relation
encephalitis	membrane	no_relation
membrane	cell lysis	no_relation
immune cell migration	central	no_relation
immune cell migration	paralysis	no_relation
central	demyelination	no_relation
paralysis	demyelination	no_relation
central	demyelination	no_relation
severe	HCs	no_relation
HCs	acute	no_relation
severe	HCs	no_relation
HCs	acute	no_relation
viral envelope	circulating immune complexes	no_relation
viral envelope	chronic	no_relation
viral envelope	chronic	no_relation
circulating immune complexes	pathogenesis	no_relation
pathogenesis	chronic	no_relation
pathogenesis	chronic	no_relation
circulating immune complexes	envelope	no_relation
chronic	envelope	no_relation
envelope	chronic	no_relation
severe	PIC	no_relation
central	immune response	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
immune response	binding	no_relation
central	extracellular	no_relation
binding	extracellular	no_relation
binding	extracellular	no_relation
binding	extracellular	no_relation
extracellular	binding	no_relation
extracellular	binding	no_relation
frequent	cell surface	no_relation
cell surface	binding	effect
frequent	antibody	no_relation
antibody	binding	no_relation
frequent	antibody	no_relation
antibody	binding	no_relation
frequent	antibody	effect
binding	antibody	no_relation
frequent	antibody	no_relation
binding	antibody	no_relation
frequent	antibody	no_relation
binding	antibody	no_relation
antibody	severe	no_relation
antibody	thrombocytopenia	no_relation
Severe	antibody	no_relation
thrombocytopenia	antibody	no_relation
localized	antibody	effect
severe	antibody	effect
Severe	antibody	no_relation
thrombocytopenia	antibody	no_relation
localized	antibody	effect
severe	antibody	effect
Severe	envelope	no_relation
thrombocytopenia	envelope	no_relation
localized	envelope	effect
severe	envelope	effect
Severe	cell membrane	no_relation
thrombocytopenia	cell membrane	no_relation
localized	cell membrane	effect
severe	cell membrane	effect
VLP	central	no_relation
VLP	central	no_relation
VLP	central	no_relation
central	VLP	no_relation
frequent	growth	effect
Cytokine production	ischemic stroke	no_relation
stroke	inflammatory response	effect
ischemic stroke	inflammatory response	no_relation
inflammatory response	encephalopathy	no_relation
inflammatory response	Peripheral	no_relation
inflammatory response	severe	no_relation
stroke	intracellular	no_relation
ischemic stroke	intracellular	no_relation
intracellular	encephalopathy	effect
intracellular	Peripheral	no_relation
intracellular	severe	no_relation
stroke	IL-6 production	no_relation
ischemic stroke	IL-6 production	no_relation
encephalopathy	IL-6 production	no_relation
Peripheral	IL-6 production	no_relation
severe	IL-6 production	no_relation
stroke	inflammatory response	no_relation
ischemic stroke	inflammatory response	no_relation
encephalopathy	inflammatory response	no_relation
Peripheral	inflammatory response	no_relation
severe	inflammatory response	no_relation
position	tRNA	no_relation
position	tRNA	no_relation
position	tRNA	effect
position	tRNA	effect
position	tRNA	effect
position	Synthesis	effect
position	tRNA	no_relation
position	growth	no_relation
position	tRNA	no_relation
Central	reverse transcription	effect
Central	reverse transcription	effect
autophagy	central	no_relation
cellular process	central	no_relation
central	degradation	no_relation
central	autophagy	no_relation
central	autophagy	no_relation
central	cellular lipid metabolism	no_relation
central	autophagy	no_relation
fever	nucleocapsid	no_relation
nucleocapsid	cytoplasm	no_relation
fever	clathrin-mediated endocytosis	no_relation
clathrin-mediated endocytosis	cytoplasm	no_relation
fever	cytoskeleton	no_relation
cytoskeleton	cytoplasm	no_relation
fever	envelope	effect
cytoplasm	envelope	effect
fever	glycoprotein complex	no_relation
cytoplasm	glycoprotein complex	no_relation
fever	signalling pathway	no_relation
cytoplasm	signalling pathway	no_relation
fever	microtubule	no_relation
cytoplasm	microtubule	no_relation
fever	intracellular	no_relation
cytoplasm	intracellular	no_relation
severity	signalling	no_relation
severity	autophagy	no_relation
severity	autophagy	no_relation
severity	viral infection	no_relation
severity	autophagy	no_relation
severity	autophagosome	no_relation
severity	autophagy	no_relation
severity	autophagy	no_relation
severity	autophagy	no_relation
severity	autophagy	no_relation
frequent	antibody	no_relation
frequency	antibody	no_relation
frequent	sera	no_relation
frequency	sera	no_relation
severe	autophagy	effect
blindness	autophagy	effect
severe	host cell	no_relation
blindness	host cell	no_relation
severe	autophagy	no_relation
blindness	autophagy	no_relation
severe	autophagy	no_relation
blindness	autophagy	no_relation
severe	autophagy	effect
blindness	autophagy	effect
severe	autophagy	effect
blindness	autophagy	effect
ribosomal RNA	cancer	no_relation
ribosomal RNA	tumor	no_relation
ribosomal RNA	tumor	no_relation
ribosomal RNA	cancer	no_relation
ribosomal RNA	binding	no_relation
degradation	cancer	no_relation
degradation	tumor	no_relation
degradation	tumor	no_relation
degradation	cancer	no_relation
degradation	binding	no_relation
RNA degradation	cancer	no_relation
RNA degradation	tumor	no_relation
RNA degradation	tumor	no_relation
RNA degradation	cancer	no_relation
RNA degradation	binding	no_relation
cancer	degradation	effect
tumor	degradation	effect
tumor	degradation	no_relation
cancer	degradation	effect
degradation	binding	no_relation
cancer	RNA degradation	no_relation
tumor	RNA degradation	no_relation
tumor	RNA degradation	no_relation
cancer	RNA degradation	no_relation
binding	RNA degradation	no_relation
immunodeficiency	cytokine secretion	no_relation
peripheral	cytokine secretion	no_relation
cytokine secretion	splenomegaly	no_relation
cytokine secretion	chronic	no_relation
immunodeficiency	CBC	no_relation
peripheral	CBC	no_relation
CBC	splenomegaly	no_relation
CBC	chronic	no_relation
Chronic	degradation	no_relation
Chronic	immune response	no_relation
immune response	chronic	effect
Chronic	Th1 immune response	no_relation
Th1 immune response	chronic	effect
Chronic	chitinase activity	no_relation
chitinase activity	chronic	effect
acute	intracellular	no_relation
acute	extracellular	no_relation
acute	signaling	no_relation
acute	mitochondrial	no_relation
antibody	central	effect
memory	proximal	no_relation
memory	binding	no_relation
memory	binding	no_relation
envelope	proximal	no_relation
envelope	binding	no_relation
envelope	binding	no_relation
proximal	crown	no_relation
binding	crown	no_relation
binding	crown	no_relation
immunodeficiency	host cell	no_relation
immunodeficiency	RNAi	no_relation
immunodeficiency	cell death	no_relation
immunodeficiency	cell death	no_relation
immunodeficiency	cell death	no_relation
immunodeficiency	cell death	no_relation
recurrent fever	immunoglobulin	no_relation
chronic	viral capsid	no_relation
frequency	viral capsid	no_relation
acute	viral capsid	no_relation
sporadic	antibody	no_relation
severe	antibody	no_relation
fever	antibody	no_relation
viremia	antibody	no_relation
IL-8 secretion	recurrent	no_relation
recurrent	IL-6 production	no_relation
recurrent	IL-10 production	no_relation
osteonecrosis	blood coagulation	no_relation
blood coagulation	bilateral	no_relation
osteonecrosis	metabolism	no_relation
metabolism	bilateral	no_relation
osteonecrosis	lipid metabolism	no_relation
bilateral	lipid metabolism	no_relation
acute	innate immune response	effect
acute	viral infection	effect
acute	localization	effect
acute	mitochondrial	no_relation
acute	secretion	effect
acute	kinase activity	effect
acute	secretion	no_relation
Cleft palate	Gene expression	effect
bilateral	Gene expression	effect
Gene expression	affected	no_relation
Cleft palate	antibody	effect
bilateral	antibody	effect
antibody	affected	no_relation
Cleft palate	antibody	no_relation
bilateral	antibody	no_relation
antibody	affected	no_relation
Cleft palate	cell proliferation	no_relation
bilateral	cell proliferation	no_relation
cell proliferation	affected	no_relation
Malnutrition	Innate Immunity	effect
Malnutrition	Gene Expression	no_relation
Malnutrition	gene expression	no_relation
diarrhea	gene expression	no_relation
malnutrition	gene expression	no_relation
healthy	gene expression	no_relation
generalized edema	gene expression	no_relation
malnutrition	gene expression	no_relation
affected	gene expression	no_relation
gene expression	malnutrition	no_relation
gene expression	Malnutrition	no_relation
gene expression	malnutrition	no_relation
gene expression	tumor	no_relation
Ubiquitin	Encephalitis	no_relation
Ubiquitin	encephalitis	effect
Ubiquitin	astrocytoma	no_relation
Ubiquitin	encephalitis	effect
Ubiquitin	encephalitis	effect
Ubiquitin	affected	no_relation
pathogenesis	severe	no_relation
frequent	host intracellular	no_relation
frequent	RNA replication	no_relation
diarrhea	RdRp	no_relation
healthy	RdRp	no_relation
healthy	RdRp	no_relation
healthy	RdRp	no_relation
healthy	RdRp	no_relation
RdRp	frequent	no_relation
Ciliary Dyskinesia	translation	effect
heterogeneous	translation	effect
recurrent	translation	effect
affected	translation	no_relation
Dyskinesia	translation	effect
Immunodeficiency	translation	effect
Stomatitis	translation	no_relation
translation	immotile cilia	no_relation
translation	outer dynein arm	effect
translation	immotile cilia	no_relation
translation	frequency	no_relation
translation	Ciliary Dyskinesia	effect
Ciliary Dyskinesia	translation	effect
heterogeneous	translation	effect
recurrent	translation	effect
affected	translation	no_relation
Dyskinesia	translation	effect
Immunodeficiency	translation	effect
Stomatitis	translation	no_relation
immotile cilia	translation	no_relation
outer dynein arm	translation	no_relation
translation	immotile cilia	no_relation
translation	frequency	no_relation
translation	Ciliary Dyskinesia	effect
membrane	mild	no_relation
mild	membrane	no_relation
RNA synthesis	bronchitis	no_relation
RNA synthesis	bronchitis	no_relation
membrane	bronchitis	no_relation
membrane	cytoplasm	no_relation
membrane	bronchitis	no_relation
membrane	cytoplasm	no_relation
membrane	bronchitis	no_relation
membrane	cytoplasm	no_relation
intracellular	bronchitis	no_relation
intracellular	cytoplasm	no_relation
mitochondria	bronchitis	no_relation
mitochondria	cytoplasm	no_relation
membrane	bronchitis	no_relation
membrane	cytoplasm	no_relation
membrane	bronchitis	no_relation
membrane	cytoplasm	no_relation
bronchitis	membrane	no_relation
membrane	cytoplasm	no_relation
bronchitis	membrane	effect
cytoplasm	membrane	no_relation
bronchitis	synthesis	effect
cytoplasm	synthesis	no_relation
Demyelination	demyelination	effect
axonal degeneration	demyelination	effect
progressive	demyelination	effect
central	demyelination	effect
autoimmune disease	demyelination	effect
demyelination	acute	no_relation
demyelination	acute	effect
demyelination	axonal degeneration	effect
demyelination	autoimmune disease	effect
Demyelination	signaling	no_relation
axonal degeneration	signaling	no_relation
progressive	signaling	no_relation
central	signaling	no_relation
autoimmune disease	signaling	no_relation
signaling	acute	no_relation
signaling	acute	effect
signaling	axonal degeneration	effect
signaling	autoimmune disease	effect
Demyelination	signaling	no_relation
axonal degeneration	signaling	no_relation
progressive	signaling	no_relation
central	signaling	no_relation
autoimmune disease	signaling	no_relation
signaling	acute	no_relation
signaling	acute	effect
signaling	axonal degeneration	effect
signaling	autoimmune disease	effect
Demyelination	demyelination	no_relation
axonal degeneration	demyelination	no_relation
progressive	demyelination	no_relation
central	demyelination	no_relation
autoimmune disease	demyelination	no_relation
acute	demyelination	no_relation
demyelination	acute	no_relation
demyelination	axonal degeneration	effect
demyelination	autoimmune disease	effect
Demyelination	signaling	no_relation
axonal degeneration	signaling	no_relation
progressive	signaling	no_relation
central	signaling	no_relation
autoimmune disease	signaling	no_relation
acute	signaling	no_relation
acute	signaling	no_relation
signaling	axonal degeneration	effect
signaling	autoimmune disease	effect
Demyelination	astrocyte activation	no_relation
axonal degeneration	astrocyte activation	no_relation
progressive	astrocyte activation	no_relation
central	astrocyte activation	no_relation
autoimmune disease	astrocyte activation	no_relation
acute	astrocyte activation	no_relation
acute	astrocyte activation	no_relation
astrocyte activation	axonal degeneration	no_relation
astrocyte activation	autoimmune disease	no_relation
Demyelination	signaling	no_relation
axonal degeneration	signaling	no_relation
progressive	signaling	no_relation
central	signaling	no_relation
acute	signaling	no_relation
signaling	axonal degeneration	effect
signaling	autoimmune disease	effect
Demyelination	demyelination	effect
axonal degeneration	demyelination	effect
progressive	demyelination	effect
central	demyelination	effect
autoimmune disease	demyelination	effect
acute	demyelination	no_relation
acute	demyelination	effect
demyelination	axonal degeneration	effect
demyelination	autoimmune disease	effect
Demyelination	signaling pathway	no_relation
axonal degeneration	signaling pathway	no_relation
progressive	signaling pathway	no_relation
central	signaling pathway	no_relation
autoimmune disease	signaling pathway	no_relation
acute	signaling pathway	no_relation
acute	signaling pathway	no_relation
axonal degeneration	signaling pathway	no_relation
autoimmune disease	signaling pathway	no_relation
encephalitis	RNAi	no_relation
sporadic	RNAi	no_relation
hepatitis	innate immunity	effect
hepatitis	innate immunity	effect
hepatitis	innate immunity	effect
hepatitis	innate immunity	no_relation
hepatitis	innate immunity	effect
innate immunity	Moderate	no_relation
innate immunity	liver disease	no_relation
innate immunity	cirrhosis	no_relation
binding	cell adhesion molecule	no_relation
hepatitis	cell adhesion molecule	no_relation
antibody	stable	no_relation
B cell activation	stable	no_relation
antibody production	stable	no_relation
memory	stable	no_relation
memory	stable	no_relation
memory	stable	effect
memory	stable	effect
central	secretion	no_relation
central	secretion	no_relation
central	digestion	no_relation
signaling	arthritis	no_relation
signaling	arthritis	no_relation
arthritis	signaling	no_relation
arthritis	signaling	no_relation
signal transduction	severe	no_relation
innate immunity	severe	no_relation
severe	gene expression	no_relation
severe	antiviral response	no_relation
severe	PRR	no_relation
signaling	bronchitis	no_relation
Hepatitis	antiviral response	no_relation
hepatitis	antiviral response	effect
fulminant hepatitis	antiviral response	no_relation
chronic	antiviral response	no_relation
hepatitis	antiviral response	no_relation
severe	antiviral response	effect
Hepatitis	signalling pathway	no_relation
fulminant hepatitis	signalling pathway	no_relation
chronic	signalling pathway	no_relation
Hepatitis	phosphorylation	no_relation
hepatitis	phosphorylation	no_relation
fulminant hepatitis	phosphorylation	no_relation
chronic	phosphorylation	no_relation
hepatitis	phosphorylation	no_relation
severe	phosphorylation	no_relation
RdRp	fulminant hepatic failure	no_relation
RdRp	chronic	no_relation
moderate	signalling	no_relation
hepatitis	signalling	no_relation
moderate	synthesis	effect
antibody	chronic obstructive pulmonary disease	no_relation
B-cell differentiation	chronic obstructive pulmonary disease	no_relation
chronic obstructive pulmonary disease	hypersensitivity	no_relation
extracellular	squamous cell carcinoma	no_relation
extracellular	lung adenocarcinoma	no_relation
extracellular	cancer	no_relation
extracellular	tumor	no_relation
growth	squamous cell carcinoma	no_relation
growth	lung adenocarcinoma	no_relation
growth	cancer	no_relation
growth	tumor	no_relation
squamous cell carcinoma	signaling	no_relation
lung adenocarcinoma	signaling	no_relation
cancer	signaling	no_relation
tumor	signaling	no_relation
squamous cell carcinoma	signaling pathway	no_relation
lung adenocarcinoma	signaling pathway	no_relation
cancer	signaling pathway	no_relation
tumor	signaling pathway	no_relation
hepatitis	virus assembly	no_relation
severe	virus assembly	no_relation
severe	macrophage cytokine production	no_relation
pneumonia	macrophage cytokine production	no_relation
severe	glycolysis	no_relation
glycolysis	hypoxia	effect
glycolysis	pneumonia	no_relation
glycolysis	severe	no_relation
severe	pathogenesis	no_relation
hypoxia	pathogenesis	no_relation
pathogenesis	pneumonia	no_relation
pathogenesis	severe	no_relation
severe	signalling	no_relation
hypoxia	signalling	no_relation
pneumonia	signalling	no_relation
signalling	severe	no_relation
signalling	pneumonia	no_relation
fever	pathogenesis	effect
pathogenesis	severity	no_relation
fever	pathogenesis	effect
pathogenesis	severity	no_relation
fever	pathogenesis	effect
pathogenesis	severity	no_relation
fever	sera	no_relation
sera	severity	no_relation
fever	signaling	effect
severity	signaling	no_relation
fever	immune response	no_relation
severity	immune response	no_relation
tumor	extracellular	no_relation
intracellular	tumor	no_relation
intracellular	cancer	no_relation
intracellular	cancer	no_relation
intracellular	tumor	no_relation
intracellular	tumor	no_relation
intracellular	tumor	no_relation
intracellular	Tumor	no_relation
intracellular	tumor	no_relation
intracellular	cancer	no_relation
intracellular	tumor	no_relation
intracellular	tumor	no_relation
tumor	extracellular	no_relation
cancer	extracellular	no_relation
cancer	extracellular	no_relation
tumor	extracellular	no_relation
tumor	extracellular	no_relation
tumor	extracellular	no_relation
Tumor	extracellular	no_relation
tumor	extracellular	no_relation
cancer	extracellular	no_relation
tumor	extracellular	no_relation
tumor	extracellular	no_relation
severe	host cell	no_relation
severe	metabolism	no_relation
severe	lipid metabolism	no_relation
encephalitis	secretion	no_relation
acute	lipopolysaccharide binding	no_relation
lipopolysaccharide binding	acute	effect
lipopolysaccharide binding	acute	no_relation
lipopolysaccharide binding	healthy	no_relation
lipopolysaccharide binding	healthy	no_relation
lipopolysaccharide binding	healthy	no_relation
lipopolysaccharide binding	healthy	no_relation
lipopolysaccharide binding	clinical course	no_relation
lipopolysaccharide binding	respiratory infections	no_relation
transmembrane	affected	no_relation
antiviral response	affected	no_relation
stable	Mating	no_relation
stable	estrous cycle	no_relation
stable	gestation	no_relation
stable	mating	no_relation
peritonitis	pathogenesis	no_relation
pathogenesis	peritonitis	no_relation
peritonitis	membrane	no_relation
peritonitis	membrane	no_relation
peritonitis	membrane	no_relation
peritonitis	membrane	no_relation
cancer	carrier	no_relation
carrier	breast cancer	no_relation
carrier	tumor	no_relation
carrier	breast cancer	no_relation
carrier	Breast Cancer	no_relation
cancer	degradation	no_relation
degradation	breast cancer	no_relation
degradation	tumor	no_relation
degradation	breast cancer	no_relation
degradation	Breast Cancer	no_relation
obligate	reproduction	no_relation
pulmonary infection	reproduction	no_relation
intracellular	arteritis	no_relation
intracellular	binding	no_relation
arteritis	RNA synthesis	no_relation
RNA synthesis	binding	no_relation
arteritis	transport	no_relation
transport	binding	no_relation
arteritis	synthesis	no_relation
synthesis	binding	no_relation
arteritis	RdRp	no_relation
RdRp	binding	no_relation
antibody	binding	no_relation
antibody	binding	no_relation
antibody	stable	no_relation
HVs	fever	effect
fever	pathogenesis	effect
